transaction_id,product_id,transaction_date,transaction_time,transaction_type,quantity,from_warehouse,to_warehouse,unit_cost,total_value,reference_id,employee_id
INV0003362,FURN-002865,2022-01-26,17:00:35,Receive,22,WH02,,384.38,8456.36,PO23616,EMP00084
INV0003363,GROC-000958,2021-07-25,12:18:48,Adjust,-9,WH03,,21.96,,,EMP00098
INV0003364,JEWL-002663,2020-04-26,09:21:59,Receive,51,WH07,,742.94,37889.94,PO29406,EMP00067
INV0003365,TOYS-001935,2021-06-24,21:43:56,Receive,112,WH07,,45.38,5082.56,PO18165,EMP00010
INV0003366,FURN-003044,2022-10-22,01:52:08,Adjust,7,WH02,,109.98,769.86,,EMP00098
INV0003367,BEAU-001231,2021-10-31,08:10:01,Receive,163,WH05,,32.02,5219.26,PO43869,EMP00034
INV0003368,GROC-000831,2023-06-11,14:12:52,Adjust,6,WH06,,28.33,169.98,,EMP00043
INV0003369,GROC-000800,2021-12-19,07:51:39,Receive,197,WH06,,12.95,2551.15,PO80377,EMP00099
INV0003370,BOOK-002202,2022-04-05,03:59:31,Ship,-16,WH05,,9.56,,,EMP00031
INV0003371,FURN-002902,2023-02-07,02:40:36,Receive,18,WH01,,391.25,7042.5,PO88233,EMP00091
INV0003372,AUTO-002067,2021-12-06,05:35:47,Ship,-48,WH04,,116.94,,,EMP00005
INV0003373,CLTH-000230,2020-05-10,00:47:46,Receive,146,WH01,,185.52,27085.92,PO83807,EMP00041
INV0003374,JEWL-002493,2023-05-20,04:15:45,Receive,156,WH06,,373.59,58280.04,PO26368,EMP00029
INV0003375,FURN-002842,2021-10-12,22:43:04,Receive,179,WH08,,171.64,30723.56,PO70535,EMP00047
INV0003376,CLTH-000232,2020-08-19,00:00:29,Ship,-29,WH07,,110.1,,,EMP00065
INV0003377,HOME-000719,2019-11-15,11:36:10,Ship,-43,WH08,,75.55,,,EMP00029
INV0003378,GRDN-003190,2020-02-17,13:26:31,Ship,-38,WH05,,20.32,,,EMP00039
INV0003379,BEAU-001249,2023-05-30,02:02:05,Receive,44,WH06,,46.07,2027.08,PO31050,EMP00058
INV0003380,CLTH-000340,2022-06-12,19:33:39,Receive,73,WH02,,92.36,6742.28,PO22366,EMP00018
INV0003381,TOYS-001984,2022-11-05,17:17:35,Count,0,WH07,,28.34,,,EMP00064
INV0003382,CLTH-000361,2022-02-10,18:44:19,Receive,119,WH03,,76.17,9064.23,PO40329,EMP00045
INV0003383,HOME-000544,2023-08-26,05:01:37,Ship,-40,WH04,,159.17,,,EMP00005
INV0003384,BOOK-002237,2022-06-21,19:59:29,Receive,59,WH01,,31.37,1850.83,PO44836,EMP00074
INV0003385,FURN-002995,2021-04-05,14:37:11,Receive,105,WH01,,681.91,71600.55,PO81175,EMP00099
INV0003386,BEAU-001203,2019-09-06,22:32:17,Ship,-1,WH04,,49.83,,,EMP00055
INV0003387,AUTO-002155,2019-08-17,22:05:23,Receive,177,WH02,,49.25,8717.25,PO91893,EMP00079
INV0003388,JEWL-002617,2020-05-18,06:59:55,Ship,-28,WH05,,108.8,,,EMP00056
INV0003389,SPRT-001734,2021-09-14,09:26:51,Ship,-29,WH06,,19.19,,,EMP00033
INV0003390,FURN-002839,2019-12-29,13:15:58,Count,0,WH08,,410.87,,,EMP00024
INV0003391,BEAU-001319,2019-10-29,07:22:16,Receive,68,WH03,,55.16,3750.88,PO94859,EMP00086
INV0003392,BEAU-001455,2021-01-18,02:26:56,Count,0,WH06,,28.87,,,EMP00032
INV0003393,SPRT-001571,2021-03-08,16:39:55,Adjust,10,WH05,,29.09,290.9,,EMP00069
INV0003394,GRDN-003286,2019-07-25,06:51:04,Receive,117,WH03,,10.45,1222.65,PO28907,EMP00054
INV0003395,SPRT-001655,2022-05-24,16:41:10,Ship,-31,WH02,,125.6,,,EMP00068
INV0003396,JEWL-002483,2021-12-16,21:23:25,Receive,132,WH03,,547.34,72248.88,PO33020,EMP00028
INV0003397,FURN-002996,2021-10-21,15:25:38,Count,0,WH07,,485.55,,,EMP00033
INV0003398,SPRT-001503,2022-01-31,11:22:42,Ship,-33,WH04,,36.76,,,EMP00021
INV0003399,FURN-002848,2023-06-26,16:55:18,Receive,146,WH04,,441.8,64502.8,PO58081,EMP00012
INV0003400,JEWL-002641,2022-08-14,16:21:28,Receive,51,WH08,,641.43,32712.93,PO24722,EMP00007
INV0003401,FURN-002929,2020-02-21,09:25:01,Ship,-23,WH07,,396.06,,,EMP00024
INV0003402,HOME-000561,2023-08-10,09:43:06,Ship,-2,WH01,,37.62,,,EMP00047
INV0003403,JEWL-002588,2023-04-17,15:41:28,Receive,108,WH02,,527.66,56987.28,PO26402,EMP00068
INV0003404,FURN-002745,2021-11-27,07:07:55,Ship,-15,WH04,,90.44,,,EMP00047
INV0003405,TOYS-001980,2023-10-03,21:52:00,Receive,87,WH07,,67.68,5888.16,PO66904,EMP00028
INV0003406,FURN-002758,2021-08-04,05:01:04,Receive,189,WH06,,446.24,84339.36,PO97612,EMP00018
INV0003407,SPRT-001646,2023-04-04,00:17:20,Receive,159,WH05,,42.9,6821.1,PO53802,EMP00075
INV0003408,GROC-001104,2021-11-09,18:00:36,Ship,-38,WH06,,16.04,,,EMP00016
INV0003409,GROC-001082,2019-10-22,20:38:08,Ship,-46,WH02,,43.96,,,EMP00092
INV0003410,ELEC-000075,2020-01-18,00:08:02,Receive,101,WH04,,485.95,49080.95,PO92541,EMP00034
INV0003411,FURN-003058,2023-09-09,21:52:02,Ship,-28,WH02,,951.53,,,EMP00057
INV0003412,GROC-000767,2023-07-04,11:26:41,Receive,176,WH02,,4.96,872.96,PO74170,EMP00010
INV0003413,GROC-001163,2021-06-02,19:55:47,Receive,155,WH03,,38.14,5911.7,PO82520,EMP00090
INV0003414,FURN-002876,2023-05-06,23:07:19,Receive,193,WH06,,496.83,95888.19,PO62561,EMP00078
INV0003415,BOOK-002265,2021-01-03,14:19:47,Transfer,-37,WH01,WH08,20.42,,,EMP00076
INV0003416,CLTH-000212,2021-10-14,06:52:23,Receive,13,WH03,,56.63,736.19,PO76822,EMP00079
INV0003417,SPRT-001571,2020-11-06,17:45:03,Ship,-28,WH02,,29.09,,,EMP00033
INV0003418,FURN-002863,2021-04-09,09:59:54,Ship,-33,WH01,,754.61,,,EMP00042
INV0003419,GRDN-003156,2022-11-03,07:03:41,Ship,-32,WH06,,41.05,,,EMP00016
INV0003420,GROC-000796,2020-06-25,04:00:34,Transfer,24,WH08,WH02,25.29,606.96,,EMP00080
INV0003421,ELEC-000128,2020-06-25,04:55:00,Ship,-46,WH08,,568.54,,,EMP00016
INV0003422,TOYS-001874,2020-06-05,18:51:39,Ship,-45,WH02,,44.06,,,EMP00075
INV0003423,SPRT-001499,2020-06-26,22:49:03,Transfer,9,WH01,WH02,68.02,612.18,,EMP00081
INV0003424,ELEC-000037,2020-12-11,02:19:09,Ship,-30,WH06,,388.11,,,EMP00046
INV0003425,AUTO-002018,2020-01-03,05:38:20,Adjust,-2,WH07,,194.66,,,EMP00076
INV0003426,TOYS-001947,2022-01-31,11:42:46,Transfer,19,WH02,WH03,15.83,300.77,,EMP00079
INV0003427,AUTO-002128,2020-02-24,17:52:28,Ship,-1,WH07,,56.33,,,EMP00086
INV0003428,HOME-000658,2020-12-14,03:35:14,Receive,93,WH06,,45.87,4265.91,PO66367,EMP00014
INV0003429,SPRT-001485,2023-04-23,11:35:49,Receive,44,WH04,,122.29,5380.76,PO24878,EMP00075
INV0003430,GROC-000822,2020-08-28,09:08:11,Receive,103,WH02,,28.48,2933.44,PO77436,EMP00062
INV0003431,CLTH-000481,2020-04-03,05:12:38,Receive,43,WH05,,66.45,2857.35,PO83072,EMP00010
INV0003432,ELEC-000101,2020-08-09,15:17:05,Ship,-28,WH06,,340.87,,,EMP00068
INV0003433,FURN-003089,2020-07-22,11:53:46,Receive,13,WH05,,304.3,3955.9,PO17079,EMP00082
INV0003434,AUTO-002110,2023-01-14,00:26:07,Ship,-22,WH05,,77.77,,,EMP00028
INV0003435,TOYS-001855,2019-10-15,22:36:24,Receive,12,WH08,,17.57,210.84,PO45299,EMP00067
INV0003436,CLTH-000299,2019-08-23,00:49:34,Receive,130,WH05,,94.44,12277.2,PO69308,EMP00038
INV0003437,AUTO-002068,2020-02-17,00:25:37,Receive,191,WH08,,52.89,10101.99,PO30539,EMP00059
INV0003438,ELEC-000110,2019-10-11,16:52:26,Receive,53,WH01,,374.74,19861.22,PO82056,EMP00047
INV0003439,SPRT-001664,2021-04-24,11:03:34,Receive,16,WH08,,46.23,739.68,PO16597,EMP00078
INV0003440,BOOK-002357,2023-10-03,01:30:03,Ship,-4,WH08,,27.44,,,EMP00088
INV0003441,SPRT-001812,2022-02-20,02:15:22,Ship,-43,WH05,,91.26,,,EMP00087
INV0003442,CLTH-000250,2020-04-28,05:14:59,Ship,-1,WH04,,71.37,,,EMP00090
INV0003443,BEAU-001326,2023-07-06,05:37:17,Receive,199,WH04,,41.51,8260.49,PO64176,EMP00072
INV0003444,FURN-002918,2021-07-07,10:58:57,Receive,41,WH02,,270.75,11100.75,PO63673,EMP00061
INV0003445,ELEC-000095,2020-07-04,16:13:34,Receive,172,WH07,,216.45,37229.4,PO36637,EMP00073
INV0003446,AUTO-002132,2022-08-02,09:26:50,Adjust,-9,WH03,,44.29,,,EMP00060
INV0003447,FURN-002814,2023-06-23,08:44:26,Ship,-31,WH04,,470.74,,,EMP00037
INV0003448,GROC-000762,2021-05-06,07:59:54,Count,0,WH04,,7.79,,,EMP00039
INV0003449,AUTO-002024,2023-04-26,15:21:04,Receive,50,WH04,,119.01,5950.5,PO40451,EMP00004
INV0003450,ELEC-000138,2019-08-28,16:50:22,Receive,58,WH01,,800.06,46403.48,PO89810,EMP00089
INV0003451,GROC-000904,2023-04-02,17:40:04,Receive,183,WH06,,36.81,6736.23,PO46446,EMP00093
INV0003452,GROC-000794,2021-07-21,20:35:09,Receive,191,WH03,,30.22,5772.02,PO48203,EMP00089
INV0003453,CLTH-000330,2021-11-15,20:17:29,Receive,38,WH08,,77.27,2936.26,PO91859,EMP00014
INV0003454,BEAU-001328,2021-09-15,20:25:50,Ship,-42,WH01,,17.36,,,EMP00099
INV0003455,GROC-001096,2021-11-18,21:31:00,Receive,114,WH08,,32.54,3709.56,PO68512,EMP00072
INV0003456,GROC-001155,2021-09-30,23:49:12,Receive,49,WH05,,6.84,335.16,PO42381,EMP00040
INV0003457,TOYS-001966,2023-09-06,01:07:47,Receive,163,WH01,,25.85,4213.55,PO79298,EMP00091
INV0003458,TOYS-001855,2019-09-16,08:43:51,Transfer,43,WH01,WH06,17.57,755.51,,EMP00091
INV0003459,FURN-002865,2019-09-01,17:46:05,Receive,107,WH03,,384.38,41128.66,PO94571,EMP00092
INV0003460,JEWL-002645,2020-10-02,10:53:38,Return,4,WH04,,583.91,2335.64,,EMP00074
INV0003461,BEAU-001382,2023-10-12,14:20:02,Ship,-32,WH08,,9.3,,,EMP00009
INV0003462,SPRT-001529,2022-04-10,07:49:17,Receive,156,WH08,,65.78,10261.68,PO94826,EMP00069
INV0003463,GRDN-003155,2022-03-27,14:56:50,Receive,103,WH05,,15.83,1630.49,PO45931,EMP00069
INV0003464,HOME-000719,2020-07-03,20:26:07,Receive,69,WH02,,75.55,5212.95,PO34138,EMP00056
INV0003465,GRDN-003200,2023-12-16,16:36:13,Receive,153,WH03,,39.73,6078.69,PO77596,EMP00030
INV0003466,CLTH-000349,2023-10-25,15:38:01,Receive,98,WH01,,55.64,5452.72,PO58946,EMP00027
INV0003467,BEAU-001460,2023-01-23,19:17:45,Ship,-25,WH03,,46.99,,,EMP00018
INV0003468,SPRT-001592,2022-09-10,02:55:13,Ship,-36,WH04,,84.85,,,EMP00038
INV0003469,CLTH-000303,2022-02-04,15:59:42,Adjust,-1,WH08,,827.09,,,EMP00062
INV0003470,FURN-002779,2023-01-26,16:43:48,Adjust,-8,WH08,,528.82,,,EMP00051
INV0003471,BEAU-001447,2021-11-19,02:04:29,Receive,67,WH01,,11.99,803.33,PO42787,EMP00097
INV0003472,GROC-001027,2021-09-21,00:11:55,Adjust,4,WH03,,43.45,173.8,,EMP00087
INV0003473,BEAU-001234,2020-09-16,12:59:32,Ship,-2,WH08,,40.28,,,EMP00038
INV0003474,FURN-002950,2021-11-09,17:35:01,Ship,-36,WH06,,179.26,,,EMP00085
INV0003475,GROC-000881,2022-10-14,01:15:15,Return,5,WH01,,10.29,51.45,,EMP00010
INV0003476,SPRT-001615,2019-12-13,04:15:17,Adjust,3,WH04,,19.79,59.37,,EMP00079
INV0003477,TOYS-001967,2020-02-11,23:23:48,Receive,159,WH08,,43.35,6892.65,PO42767,EMP00040
INV0003478,HOME-000655,2019-09-15,06:52:39,Transfer,-27,WH06,WH03,173.81,,,EMP00030
INV0003479,CLTH-000252,2023-04-27,08:53:33,Ship,-17,WH04,,20.32,,,EMP00027
INV0003480,AUTO-002041,2020-08-17,22:55:01,Adjust,1,WH05,,67.83,67.83,,EMP00068
INV0003481,GROC-000971,2021-10-04,23:40:20,Adjust,0,WH05,,29.17,,,EMP00057
INV0003482,FURN-002856,2021-02-12,02:20:17,Receive,78,WH07,,815.12,63579.36,PO43571,EMP00047
INV0003483,HOME-000624,2022-06-11,04:36:22,Receive,195,WH08,,60.99,11893.05,PO37460,EMP00064
INV0003484,ELEC-000096,2023-03-24,05:16:30,Receive,154,WH03,,449.67,69249.18,PO55701,EMP00078
INV0003485,SPRT-001531,2022-02-24,20:28:50,Receive,196,WH07,,78.2,15327.2,PO96912,EMP00074
INV0003486,CLTH-000410,2021-03-31,07:28:31,Receive,103,WH05,,64.7,6664.1,PO23717,EMP00002
INV0003487,CLTH-000518,2023-01-29,05:06:47,Receive,195,WH07,,76.76,14968.2,PO94269,EMP00088
INV0003488,FURN-003059,2022-05-17,02:43:38,Ship,-33,WH08,,38.91,,,EMP00004
INV0003489,FURN-002942,2022-05-29,08:11:24,Receive,91,WH05,,378.49,34442.59,PO86270,EMP00089
INV0003490,CLTH-000378,2022-04-28,07:36:54,Receive,132,WH03,,111.96,14778.72,PO96262,EMP00021
INV0003491,JEWL-002644,2019-07-14,07:13:04,Adjust,-5,WH03,,953.13,,,EMP00043
INV0003492,BOOK-002402,2021-08-02,18:23:46,Receive,154,WH06,,29.7,4573.8,PO24408,EMP00080
INV0003493,SPRT-001681,2021-07-03,16:50:12,Adjust,-9,WH05,,69.0,,,EMP00004
INV0003494,FURN-002972,2022-08-03,18:17:07,Receive,174,WH02,,242.8,42247.2,PO35477,EMP00045
INV0003495,SPRT-001581,2023-10-03,23:05:11,Receive,89,WH01,,107.39,9557.71,PO91482,EMP00089
INV0003496,GRDN-003137,2022-03-12,07:18:56,Receive,167,WH03,,9.31,1554.77,PO26709,EMP00048
INV0003497,HOME-000576,2023-03-12,18:46:15,Receive,197,WH07,,39.85,7850.45,PO68166,EMP00027
INV0003498,GROC-001168,2019-10-21,22:30:47,Receive,139,WH05,,35.0,4865.0,PO65165,EMP00044
INV0003499,FURN-002987,2021-11-17,20:58:00,Receive,69,WH08,,669.63,46204.47,PO25236,EMP00055
INV0003500,CLTH-000496,2019-08-12,16:24:49,Adjust,8,WH02,,168.95,1351.6,,EMP00087
INV0003501,AUTO-002132,2022-08-27,21:30:21,Ship,-47,WH02,,44.29,,,EMP00011
INV0003502,FURN-002868,2019-11-28,07:55:18,Adjust,5,WH03,,839.75,4198.75,,EMP00015
INV0003503,JEWL-002617,2020-06-16,20:52:35,Receive,193,WH07,,108.8,20998.4,PO94788,EMP00069
INV0003504,BEAU-001444,2020-05-27,09:56:09,Receive,141,WH07,,23.02,3245.82,PO58893,EMP00077
INV0003505,SPRT-001644,2020-04-17,06:47:47,Ship,-36,WH07,,32.18,,,EMP00069
INV0003506,AUTO-002047,2023-02-04,10:52:14,Receive,58,WH02,,78.44,4549.52,PO81863,EMP00042
INV0003507,SPRT-001495,2022-02-27,16:49:26,Ship,-33,WH05,,91.67,,,EMP00087
INV0003508,ELEC-000105,2020-06-17,21:14:40,Ship,-5,WH08,,178.84,,,EMP00006
INV0003509,AUTO-002029,2023-06-19,22:15:19,Receive,78,WH02,,125.9,9820.2,PO68837,EMP00046
INV0003510,BOOK-002252,2020-06-09,04:37:25,Receive,66,WH06,,37.73,2490.18,PO58737,EMP00005
INV0003511,BEAU-001338,2023-03-07,15:15:06,Adjust,-5,WH04,,7.06,,,EMP00074
INV0003512,ELEC-000040,2022-12-10,20:24:48,Receive,147,WH04,,657.83,96701.01,PO59325,EMP00037
INV0003513,BOOK-002268,2021-03-23,02:01:12,Receive,94,WH07,,9.49,892.06,PO54995,EMP00084
INV0003514,CLTH-000370,2019-10-19,13:28:11,Ship,-44,WH07,,101.28,,,EMP00098
INV0003515,FURN-003082,2023-10-29,09:20:50,Receive,190,WH06,,302.99,57568.1,PO36220,EMP00022
INV0003516,TOYS-001917,2023-02-12,22:28:17,Receive,93,WH05,,27.03,2513.79,PO33301,EMP00019
INV0003517,HOME-000721,2020-01-06,20:26:15,Ship,-40,WH08,,163.82,,,EMP00026
INV0003518,BEAU-001239,2023-05-02,12:34:44,Ship,-38,WH02,,12.9,,,EMP00100
INV0003519,CLTH-000280,2020-03-29,15:44:22,Ship,-39,WH01,,84.45,,,EMP00084
INV0003520,BEAU-001440,2020-11-14,17:28:31,Receive,37,WH06,,3.61,133.57,PO59175,EMP00006
INV0003521,CLTH-000385,2019-08-21,05:06:31,Receive,44,WH01,,64.6,2842.4,PO34203,EMP00063
INV0003522,SPRT-001643,2021-10-10,11:21:46,Receive,39,WH01,,67.71,2640.69,PO24626,EMP00084
INV0003523,GROC-000850,2022-05-05,14:02:06,Ship,-38,WH01,,28.91,,,EMP00082
INV0003524,JEWL-002572,2021-02-23,16:03:17,Receive,123,WH01,,798.25,98184.75,PO84086,EMP00010
INV0003525,JEWL-002671,2021-01-14,10:10:20,Receive,109,WH08,,402.4,43861.6,PO54790,EMP00063
INV0003526,ELEC-000063,2023-01-25,17:05:53,Receive,186,WH07,,117.7,21892.2,PO54264,EMP00023
INV0003527,FURN-002751,2019-07-08,12:41:31,Receive,178,WH01,,309.1,55019.8,PO45106,EMP00061
INV0003528,JEWL-002691,2021-08-16,09:44:50,Receive,21,WH08,,593.86,12471.06,PO29615,EMP00094
INV0003529,HOME-000557,2021-10-11,09:50:46,Return,3,WH07,,107.73,323.19,,EMP00075
INV0003530,BOOK-002238,2021-02-02,01:26:12,Receive,12,WH05,,28.33,339.96,PO61669,EMP00090
INV0003531,CLTH-000267,2021-01-07,22:53:38,Receive,106,WH03,,108.99,11552.94,PO89685,EMP00075
INV0003532,CLTH-000264,2022-12-19,13:07:23,Receive,119,WH02,,96.74,11512.06,PO52458,EMP00066
INV0003533,BOOK-002349,2021-06-21,12:37:42,Receive,69,WH02,,18.83,1299.27,PO82034,EMP00029
INV0003534,GROC-000997,2020-11-10,03:46:47,Receive,90,WH08,,40.5,3645.0,PO63001,EMP00098
INV0003535,AUTO-002092,2023-07-13,19:22:30,Ship,-18,WH05,,159.35,,,EMP00032
INV0003536,BOOK-002408,2021-10-17,17:32:01,Receive,186,WH06,,11.44,2127.84,PO44953,EMP00062
INV0003537,GROC-001095,2021-09-16,02:02:21,Ship,-45,WH04,,67.85,,,EMP00023
INV0003538,CLTH-000488,2023-10-06,12:06:55,Receive,24,WH01,,114.9,2757.6,PO94611,EMP00018
INV0003539,TOYS-001960,2020-02-18,19:56:07,Receive,137,WH04,,33.0,4521.0,PO18435,EMP00031
INV0003540,FURN-002734,2020-12-08,20:07:50,Receive,38,WH04,,366.62,13931.56,PO18602,EMP00076
INV0003541,BEAU-001176,2021-05-14,10:50:08,Ship,-20,WH07,,35.72,,,EMP00009
INV0003542,CLTH-000204,2021-03-07,21:15:54,Count,0,WH05,,166.36,,,EMP00039
INV0003543,GRDN-003290,2022-08-19,03:40:31,Receive,47,WH04,,43.41,2040.27,PO85826,EMP00079
INV0003544,BEAU-001430,2022-07-28,17:29:08,Transfer,-11,WH04,WH07,31.12,,,EMP00062
INV0003545,GROC-001136,2019-12-18,06:08:48,Receive,127,WH01,,38.26,4859.02,PO22401,EMP00001
INV0003546,BOOK-002275,2021-07-14,00:26:46,Receive,77,WH06,,41.82,3220.14,PO57343,EMP00071
INV0003547,SPRT-001735,2019-12-27,16:36:48,Receive,101,WH07,,77.41,7818.41,PO17305,EMP00071
INV0003548,JEWL-002421,2022-12-16,04:53:58,Receive,171,WH04,,493.48,84385.08,PO85641,EMP00066
INV0003549,BOOK-002288,2023-11-25,13:32:18,Ship,-4,WH03,,50.93,,,EMP00069
INV0003550,BOOK-002406,2023-11-22,04:22:29,Receive,49,WH04,,38.92,1907.08,PO40574,EMP00006
INV0003551,FURN-003055,2021-01-16,15:57:59,Receive,120,WH07,,204.25,24510.0,PO70516,EMP00071
INV0003552,ELEC-000004,2021-08-14,07:24:47,Return,5,WH03,,281.67,1408.35,,EMP00001
INV0003553,FURN-002915,2023-10-22,06:40:02,Ship,-42,WH06,,265.46,,,EMP00093
INV0003554,FURN-003036,2020-10-11,04:01:26,Adjust,8,WH07,,770.08,6160.64,,EMP00080
INV0003555,CLTH-000293,2020-09-18,06:55:04,Transfer,-14,WH05,WH06,247.26,,,EMP00070
INV0003556,CLTH-000426,2023-04-23,06:34:15,Ship,-27,WH03,,38.89,,,EMP00097
INV0003557,FURN-002999,2022-12-19,03:28:35,Ship,-47,WH06,,81.12,,,EMP00070
INV0003558,FURN-002992,2023-11-08,13:00:52,Ship,-11,WH06,,139.4,,,EMP00033
INV0003559,FURN-003059,2022-05-30,16:02:32,Receive,78,WH03,,38.91,3034.98,PO94203,EMP00010
INV0003560,JEWL-002676,2023-05-23,02:19:28,Receive,79,WH08,,411.47,32506.13,PO20071,EMP00092
INV0003561,GROC-001075,2019-10-11,13:59:13,Receive,191,WH02,,44.86,8568.26,PO64958,EMP00023
INV0003562,BOOK-002199,2020-09-05,00:08:43,Return,1,WH06,,59.04,59.04,,EMP00072
INV0003563,BOOK-002319,2022-10-14,16:15:01,Receive,34,WH06,,19.82,673.88,PO60543,EMP00081
INV0003564,GROC-000918,2021-12-14,08:40:13,Return,4,WH02,,16.05,64.2,,EMP00099
INV0003565,CLTH-000485,2022-08-18,07:36:20,Adjust,-3,WH07,,106.34,,,EMP00092
INV0003566,FURN-002901,2020-10-08,02:48:41,Ship,-43,WH07,,88.58,,,EMP00046
INV0003567,BEAU-001301,2021-09-09,02:30:23,Ship,-28,WH02,,439.32,,,EMP00031
INV0003568,FURN-002711,2020-11-29,11:50:19,Receive,26,WH05,,508.95,13232.7,PO90898,EMP00030
INV0003569,BEAU-001401,2020-06-13,10:52:00,Receive,115,WH05,,7.7,885.5,PO69534,EMP00014
INV0003570,GROC-000775,2020-02-18,14:32:28,Receive,119,WH01,,34.84,4145.96,PO23504,EMP00061
INV0003571,GROC-000857,2022-04-23,21:26:14,Receive,142,WH02,,8.78,1246.76,PO68328,EMP00092
INV0003572,GROC-001017,2019-08-11,16:33:48,Ship,-46,WH01,,31.2,,,EMP00036
INV0003573,SPRT-001492,2021-03-28,23:23:09,Ship,-11,WH08,,27.32,,,EMP00094
INV0003574,GROC-001105,2022-03-23,02:35:52,Receive,42,WH02,,53.37,2241.54,PO58902,EMP00027
INV0003575,GROC-000919,2019-07-25,17:39:19,Ship,-25,WH02,,29.42,,,EMP00095
INV0003576,JEWL-002692,2021-05-20,00:09:44,Ship,-23,WH07,,148.29,,,EMP00063
INV0003577,JEWL-002609,2021-06-11,13:50:01,Ship,-8,WH03,,881.36,,,EMP00018
INV0003578,FURN-002947,2022-05-30,21:28:41,Receive,161,WH08,,624.38,100525.18,PO17553,EMP00064
INV0003579,GROC-000898,2020-12-17,17:25:47,Receive,86,WH04,,8.82,758.52,PO77680,EMP00031
INV0003580,GROC-000764,2020-01-25,20:47:13,Transfer,7,WH04,WH08,59.85,418.95,,EMP00079
INV0003581,BEAU-001268,2023-06-09,05:12:24,Ship,-46,WH05,,53.3,,,EMP00095
INV0003582,ELEC-000151,2022-01-22,11:49:44,Ship,-22,WH06,,448.03,,,EMP00091
INV0003583,GROC-001158,2022-07-23,19:45:49,Receive,62,WH02,,3.37,208.94,PO90768,EMP00079
INV0003584,GROC-001027,2021-01-28,20:48:58,Ship,-20,WH05,,43.45,,,EMP00082
INV0003585,AUTO-002109,2022-11-12,06:31:10,Receive,120,WH08,,96.56,11587.2,PO62740,EMP00017
INV0003586,BEAU-001372,2022-06-28,15:24:36,Receive,199,WH04,,21.62,4302.38,PO49021,EMP00018
INV0003587,SPRT-001820,2019-07-11,15:56:27,Ship,-34,WH08,,18.9,,,EMP00085
INV0003588,HOME-000597,2023-05-22,13:03:37,Ship,-22,WH04,,157.12,,,EMP00027
INV0003589,BEAU-001448,2023-02-20,10:22:16,Receive,58,WH03,,31.24,1811.92,PO18439,EMP00072
INV0003590,JEWL-002492,2022-12-26,02:42:45,Ship,-44,WH06,,43.77,,,EMP00004
INV0003591,SPRT-001614,2019-07-25,10:09:59,Ship,-34,WH01,,100.58,,,EMP00079
INV0003592,ELEC-000068,2019-11-02,15:53:00,Ship,-26,WH04,,857.59,,,EMP00015
INV0003593,BOOK-002248,2022-01-23,04:40:01,Adjust,-4,WH02,,59.14,,,EMP00024
INV0003594,TOYS-001992,2020-07-02,09:40:36,Receive,71,WH01,,38.73,2749.83,PO34813,EMP00096
INV0003595,HOME-000646,2021-05-12,14:02:10,Adjust,9,WH03,,127.39,1146.51,,EMP00002
INV0003596,AUTO-002117,2020-09-30,03:35:19,Ship,-38,WH01,,171.2,,,EMP00090
INV0003597,AUTO-002030,2021-08-08,21:39:01,Ship,-20,WH08,,60.01,,,EMP00019
INV0003598,FURN-002876,2021-06-11,07:56:54,Receive,166,WH07,,496.83,82473.78,PO49839,EMP00075
INV0003599,CLTH-000229,2020-04-24,10:13:33,Ship,-16,WH07,,418.59,,,EMP00026
INV0003600,HOME-000567,2021-07-29,02:23:22,Ship,-21,WH03,,27.27,,,EMP00084
INV0003601,BEAU-001404,2022-07-23,14:54:14,Return,4,WH08,,67.45,269.8,,EMP00019
INV0003602,CLTH-000398,2020-07-22,08:26:27,Receive,81,WH04,,66.56,5391.36,PO65581,EMP00056
INV0003603,FURN-002930,2022-06-27,06:46:13,Count,0,WH06,,640.13,,,EMP00050
INV0003604,FURN-002915,2023-03-21,06:22:19,Ship,-5,WH03,,265.46,,,EMP00075
INV0003605,SPRT-001514,2020-03-05,03:33:58,Ship,-26,WH07,,132.47,,,EMP00069
INV0003606,BEAU-001406,2020-07-14,18:27:33,Receive,81,WH07,,428.96,34745.76,PO70428,EMP00072
INV0003607,FURN-002788,2021-07-21,11:55:38,Receive,54,WH08,,35.31,1906.74,PO91011,EMP00064
INV0003608,FURN-003020,2022-05-15,14:01:15,Receive,120,WH01,,758.21,90985.2,PO36958,EMP00011
INV0003609,AUTO-002139,2023-02-20,17:18:56,Ship,-18,WH01,,46.03,,,EMP00035
INV0003610,BOOK-002409,2020-04-30,04:37:24,Ship,-49,WH08,,44.46,,,EMP00009
INV0003611,FURN-002936,2023-12-09,21:21:14,Transfer,46,WH05,WH08,107.12,4927.52,,EMP00093
INV0003612,TOYS-001904,2019-10-05,03:13:25,Receive,31,WH03,,29.15,903.65,PO32303,EMP00012
INV0003613,SPRT-001790,2021-06-29,04:40:29,Ship,-1,WH06,,158.01,,,EMP00015
INV0003614,SPRT-001674,2019-09-21,16:37:11,Receive,39,WH08,,138.4,5397.6,PO34842,EMP00082
INV0003615,CLTH-000300,2021-06-14,12:33:42,Adjust,9,WH02,,90.65,815.85,,EMP00068
INV0003616,BOOK-002234,2021-06-29,13:53:13,Receive,36,WH02,,59.94,2157.84,PO17398,EMP00046
